ID	Name	Pathways	Reactions	
G1FV3-28185	YALI0D25168g	L-homocysteine biosynthesis	<i>O</i>-acetyl-L-homoserine + hydrogen sulfide  &rarr;  L-homocysteine + acetate + H<SUP>+</SUP>, <i>O</i>-acetyl-L-homoserine + methanethiol  =  L-methionine + acetate + H<SUP>+</SUP>, <i>O</i>-acetyl-L-serine + thiosulfate  &harr;  S-sulfo-L-cysteine + acetate + H<SUP>+</SUP>, <i>O</i>-acetyl-L-serine + hydrogen sulfide  =  L-cysteine + acetate + H<SUP>+</SUP>, <i>O</i>-acetyl-L-serine + hydrogen selenide  =  L-selenocysteine + acetate + H<SUP>+</SUP>	
G1FV3-28188	YALI0D25234g		a uridine<sup>55</sup> in tRNA  &rarr;  a pseudouridine<sup>55</sup> in tRNA	
G1FV3-28199	YALI0D25476g	phosphopantothenate biosynthesis I	(<i>R</i>)-pantothenate + ATP  &rarr;  (<i>R</i>)-4'-phosphopantothenate + ADP + H<SUP>+</SUP>	
G1FV3-28203	YALI0D25564g	flavin biosynthesis III (fungi)	ATP + FMN + H<SUP>+</SUP>  &rarr;  FAD + diphosphate, roseoflavin 5'-phosphate + ATP + H<SUP>+</SUP>  &rarr;  roseoflavin adenine dinucleotide + diphosphate	
G1FV3-28206	YALI0D25630g	chitin degradation to ethanol, pyruvate fermentation to ethanol II, ethanol degradation II, L-methionine degradation III, phenylethanol biosynthesis, L-phenylalanine degradation III, L-tyrosine degradation III, phytol degradation, L-isoleucine degradation II, L-leucine degradation III	butan-1-ol + NAD<sup>+</sup>  &harr;  butan-1-al + NADH + H<SUP>+</SUP>, ethanol + NAD<sup>+</sup>  &harr;  acetaldehyde + NADH + H<SUP>+</SUP>, a primary alcohol + NAD<sup>+</sup>  =  an aldehyde + NADH + H<SUP>+</SUP>, 3-methylthiopropanal + NADH + H<SUP>+</SUP>  &rarr;  methionol + NAD<sup>+</sup>, 5-hydroxytryptophol + NAD<sup>+</sup>  =  5-hydroxyindole acetaldehyde + NADH + H<SUP>+</SUP>, 3-methoxy-4-hydroxyphenylglycol + NAD<sup>+</sup>  &harr;  3-methoxy-4-hydroxyphenylglycolaldehyde + NADH + H<SUP>+</SUP>, phenylacetaldehyde + NADH + H<SUP>+</SUP>  &rarr;  2-phenylethanol + NAD<sup>+</sup>, (4-hydroxyphenyl)acetaldehyde + NADH + H<SUP>+</SUP>  &rarr;  4-tyrosol + NAD<sup>+</sup>, propan-1-ol + NAD<sup>+</sup>  =  1-propanal + NADH + H<SUP>+</SUP>, phytol + NAD<sup>+</sup>  &rarr;  phytenal + NADH + H<SUP>+</SUP>, a secondary alcohol + NAD<sup>+</sup>  &harr;  a ketone + NADH + H<SUP>+</SUP>, 2-methylbutanal + NADH + H<SUP>+</SUP>  &rarr;  2-methylbutanol + NAD<sup>+</sup>, isobutanol + NAD<sup>+</sup>  &harr;  isobutanal + NADH + H<SUP>+</SUP>, 3,4-dihydroxyphenylglycol + NAD<sup>+</sup>  =  3,4-dihydroxyphenylglycolaldehyde + NADH + H<SUP>+</SUP>, 3-methylbutanol + NAD<sup>+</sup>  &harr;  3-methylbutanal + NADH + H<SUP>+</SUP>, indole-3-glycol + NAD<sup>+</sup>  =  indole-3-glycol aldehyde + NADH + H<SUP>+</SUP>	
G1FV3-28215	YALI0D25828g			
G1FV3-28220	YALI0D25938g	chitin biosynthesis	UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + [1,4-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)]<sub>n</sub>  &rarr;  UDP + [1,4-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)]<sub>(n+1)</sub>	
G1FV3-28229	YALI0D26147g		L-aspartate<sub>[periplasm]</sub> + glutamate<sub>[periplasm]</sub>  &rarr;  L-aspartate<sub>[cytosol]</sub> + glutamate<sub>[cytosol]</sub>	
G1FV3-28240	YALI0D26367g	L-arginine biosynthesis II (acetyl cycle), urea cycle	canavaninosuccinate  =  L-canavanine + fumarate, L-arginino-succinate  &rarr;  L-arginine + fumarate	
G1FV3-28269	YALI0D27016g	diacylglycerol and triacylglycerol biosynthesis	a 2-acyl-1-alkyl-<i>sn</i>-glycerol 3-phosphate + H<sub>2</sub>O  &rarr;  a 2-acyl-1-alkyl-<i>sn</i>-glycerol + phosphate, 1-stearoyl-2-palmitoyl-<i>sn</i>-glycerol 3-phosphate + H<sub>2</sub>O  =  1-stearoyl-2-palmitoyl-glycerol + phosphate, 1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-<i>sn</i>-glycerol 3-phosphate + H<sub>2</sub>O  =  1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-<i>sn</i>-glycerol + phosphate, a 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate + H<sub>2</sub>O  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + phosphate	
G1FV3-28274	YALI0D27126g	thioredoxin pathway	an oxidized thioredoxin + NADPH + H<SUP>+</SUP>  &rarr;  a reduced thioredoxin + NADP<sup>+</sup>	
G1FV3-28276	YALI0D27170g	L-tryptophan biosynthesis	anthranilate + 5-phospho-&alpha;-D-ribose 1-diphosphate  &rarr;  <i>N</i>-(5-phosphoribosyl)-anthranilate + diphosphate	
G1FV3-24022	YALI0E00242g			
G1FV3-24023	YALI0E00264g	L-rhamnose degradation II, NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast), ethanol degradation II, phytol degradation	4-acetamidobutanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  4-acetamidobutanoate + NADH + 2 H<SUP>+</SUP>, D-glyceraldehyde 3-phosphate + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  3-phospho-D-glycerate + NADH + 2 H<SUP>+</SUP>, 3,4-dihydroxyphenylacetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  3,4-dihydroxyphenylacetate + NADH + 2 H<SUP>+</SUP>, D-glucurono-6,3-lactone + NAD<sup>+</sup> + 2 H<sub>2</sub>O  &rarr;  D-glucarate + NADH + 3 H<SUP>+</SUP>, (2E)-hexadecenal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  (2E)-hexadecenoate + NADH + 2 H<SUP>+</SUP>, phenylacetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  phenylacetate + NADH + 2 H<SUP>+</SUP>, (<i>S</i>)-lactaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  (<i>S</i>)-lactate + NADH + 2 H<SUP>+</SUP>, fluoroacetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  fluoroacetate + NADH + 2 H<SUP>+</SUP>, (R)-lactaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  (<i>R</i>)-lactate + NADH + 2 H<SUP>+</SUP>, benzaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  benzoate + NADH + 2 H<SUP>+</SUP>, formaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  formate + NADH + 2 H<SUP>+</SUP>, salicylaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  salicylate + NADH + 2 H<SUP>+</SUP>, an aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  a carboxylate + NADH + 2 H<SUP>+</SUP>, 3,4-dihydroxyphenylglycolaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  3,4-dihydroxymandelate + NADH + 2 H<SUP>+</SUP>, imidazole acetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  4-imidazoleacetate + NADH + 2 H<SUP>+</SUP>, 5-hydroxyindole acetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  5-hydroxyindole acetate + NADH + 2 H<SUP>+</SUP>, prop-2-ynal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  propynoate + NADH + 2 H<SUP>+</SUP>, perillyl aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  perillate + NADH + 2 H<SUP>+</SUP>, palmitaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  palmitate + NADH + 2 H<SUP>+</SUP>, 1-octanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  octanoate + NADH + 2 H<SUP>+</SUP>, hydroxypyruvaldehyde phosphate + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  3-phospho-hydroxypyruvate + NADH + 2 H<SUP>+</SUP>, decanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  decanoate + NADH + 2 H<SUP>+</SUP>, a 2-methyl branched 2,3,4-saturated fatty aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  a 2-methyl branched 2,3,4-saturated fatty acid + NADH + 2 H<SUP>+</SUP>, a fatty aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  a fatty acid + NADH + 2 H<SUP>+</SUP>, an odd numbered straight chain 2,3,4-saturated fatty aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  an odd numbered straight chain 2,3,4-saturated fatty acid + NADH + 2 H<SUP>+</SUP>, acetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  acetate + NADH + 2 H<SUP>+</SUP>, 3-methoxy-4-hydroxyphenylglycolaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  vanillyl mandelate + NADH + 2 H<SUP>+</SUP>, dodecanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  laurate + NADH + 2 H<SUP>+</SUP>, 3-dimethylsulfoniopropionaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  dimethylsulfoniopropanoate + NADH + 2 H<SUP>+</SUP>, indole acetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  indole-3-acetate + NADH + 2 H<SUP>+</SUP>, phytenal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  phytenate + NADH + 2 H<SUP>+</SUP>	
G1FV3-24030	YALI0E00418g	sulfate activation for sulfonation	adenosine 5'-phosphosulfate + ATP  &rarr;  3'-phosphoadenylyl-sulfate + ADP + H<SUP>+</SUP>	
G1FV3-24035	YALI0E00528g			
G1FV3-24040	YALI0E00638g	glyoxylate cycle, TCA cycle III (animals), TCA cycle variation III (eukaryotic)	acetyl-CoA + oxaloacetate + H<sub>2</sub>O  &rarr;  citrate + coenzyme A + H<SUP>+</SUP>	
G1FV3-24049	YALI0E00836g	L-homocysteine biosynthesis	L-homoserine + acetyl-CoA  &rarr;  <i>O</i>-acetyl-L-homoserine + coenzyme A	
G1FV3-24059	YALI0E01056g	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis, tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate, folate transformations I, formate assimilation into 5,10-methylenetetrahydrofolate, folate polyglutamylation	a 5,10-methylenetetrahydrofolate + NADP<sup>+</sup>  &harr;  a 5,10-methenyltetrahydrofolate + NADPH, a 5,10-methenyltetrahydrofolate + H<sub>2</sub>O  &harr;  a 10-formyltetrahydrofolate + H<SUP>+</SUP>, a tetrahydrofolate + ATP + formate  &rarr;  a 10-formyltetrahydrofolate + ADP + phosphate	
G1FV3-24068	YALI0E01254g	L-histidine biosynthesis	imidazole acetol-phosphate + L-glutamate  &rarr;  L-histidinol-phosphate + 2-oxoglutarate	
G1FV3-24098	YALI0E01892g			
G1FV3-24107	YALI0E02090g	glycogen degradation II, UDP-&alpha;-D-glucose biosynthesis I, D-galactose degradation V (Leloir pathway)	&alpha;-D-glucopyranose 1-phosphate  &harr;  D-glucopyranose 6-phosphate, a phosphorylated phosphoglucomutase + &alpha;-D-glucopyranose 1-phosphate  &rarr;  &alpha;-glucose 1,6-bisphosphate + a phosphoglucomutase, &alpha;-glucose 1,6-bisphosphate + a phosphoglucomutase  &rarr;  D-glucopyranose 6-phosphate + a phosphorylated phosphoglucomutase	
G1FV3-24110	YALI0E02156g			
G1FV3-24114	YALI0E02244g	glycogen degradation II, UDP-&alpha;-D-glucose biosynthesis I, D-galactose degradation V (Leloir pathway)	&alpha;-D-glucopyranose 1-phosphate  &harr;  D-glucopyranose 6-phosphate, a phosphorylated phosphoglucomutase + &alpha;-D-glucopyranose 1-phosphate  &rarr;  &alpha;-glucose 1,6-bisphosphate + a phosphoglucomutase, &alpha;-glucose 1,6-bisphosphate + a phosphoglucomutase  &rarr;  D-glucopyranose 6-phosphate + a phosphorylated phosphoglucomutase	
G1FV3-24116	YALI0E02288g	flavin biosynthesis III (fungi)	GTP + 3 H<sub>2</sub>O  &rarr;  2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + formate + diphosphate + 2 H<SUP>+</SUP>	
G1FV3-24117	YALI0E02310g	reactive oxygen species degradation, glutathione-peroxide redox reactions	2 glutathione + hydrogen peroxide  &rarr;  glutathione disulfide + 2 H<sub>2</sub>O	
G1FV3-24122	YALI0E02398g	&gamma;-glutamyl cycle	5-oxo-L-proline + ATP + 2 H<sub>2</sub>O  &rarr;  L-glutamate + ADP + phosphate + H<SUP>+</SUP>	
G1FV3-24134	YALI0E02684g	glyoxylate cycle, TCA cycle III (animals), TCA cycle variation III (eukaryotic)	acetyl-CoA + oxaloacetate + H<sub>2</sub>O  &rarr;  citrate + coenzyme A + H<SUP>+</SUP>	
G1FV3-24136	YALI0E02728g	L-lysine biosynthesis IV	(2<i>R</i>)-homocitrate  =  (1<i>R</i>,2<i>S</i>)-homoisocitrate, (1<i>R</i>,2<i>S</i>)-homoisocitrate  &harr;  <i>cis</i>-homoaconitate + H<sub>2</sub>O	
G1FV3-24150	YALI0E03058g			
G1FV3-24154	YALI0E03146g	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II	<i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate + UTP + H<SUP>+</SUP>  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + diphosphate, UTP + <i>N</i>-acetyl-&alpha;-D-galactosamine 1-phosphate + H<SUP>+</SUP>  =  UDP-<i>N</i>-acetyl-&alpha;-D-galactosamine + diphosphate	
G1FV3-24157	YALI0E03212g		(<i>R</i>)-lactate + 2 an oxidized <i>c</i>-type cytochrome  =  pyruvate + 2 a reduced <i>c</i>-type cytochrome + 2 H<SUP>+</SUP>	
G1FV3-24184	YALI0E03806g			
G1FV3-24191	YALI0E03960g			
G1FV3-24195	YALI0E04048g			
G1FV3-24203	YALI0E04224g	hydroxymethylpyrimidine salvage, thiamine formation from pyrithiamine and oxythiamine (yeast), 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (yeast), thiamine salvage IV (yeast), base-degraded thiamine salvage	ATP + 4-amino-2-methyl-5-pyrimidinemethanol  &rarr;  ADP + 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + H<SUP>+</SUP>, 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP  &rarr;  4-amino-2-methyl-5-(diphosphomethyl)pyrimidine + ADP, thiamine + H<sub>2</sub>O  &rarr;  5-(2-hydroxyethyl)-4-methylthiazole + 4-amino-2-methyl-5-pyrimidinemethanol + H<SUP>+</SUP>, aminomethylpyrimidine + H<sub>2</sub>O  &rarr;  4-amino-2-methyl-5-pyrimidinemethanol + ammonium	
G1FV3-24228	YALI0E04763g			
G1FV3-24230	YALI0E04807g	mevalonate pathway I	(<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA + 2 NADPH + 2 H<SUP>+</SUP>  &rarr;  (<i>R</i>)-mevalonate + coenzyme A + 2 NADP<sup>+</sup>	
G1FV3-24235	YALI0E04939g	tRNA charging	tRNA<SUP>Asn</SUP> + L-asparagine + ATP  &rarr;  an L-asparaginyl-[tRNA<SUP>Asn</SUP>] + AMP + diphosphate	
G1FV3-24238	YALI0E05005g	tRNA charging	tRNA<SUP>Asn</SUP> + L-asparagine + ATP  &rarr;  an L-asparaginyl-[tRNA<SUP>Asn</SUP>] + AMP + diphosphate	
G1FV3-24239	YALI0E05027g	tRNA charging	a tRNA<SUP>Pro</SUP> + L-proline + ATP  &rarr;  an L-prolyl-[tRNA<SUP>Pro</SUP>] + AMP + diphosphate	
G1FV3-24240	YALI0E05049g	L-histidine biosynthesis	L-histidinol-phosphate + H<sub>2</sub>O  &rarr;  histidinol + phosphate	
G1FV3-24244	YALI0E05137g	TCA cycle III (animals), TCA cycle variation III (eukaryotic)	D-<i>threo</i>-isocitrate + NAD<sup>+</sup>  &rarr;  2-oxoglutarate + CO<SUB>2</SUB> + NADH	
G1FV3-24247	YALI0E05203g	glycogen degradation II	a debranched &alpha;-limit dextrin + n H<sub>2</sub>O  &rarr;  n D-glucopyranose, {6-&alpha;-D-(1,4-&alpha;-D-glucano)-glucan}<sub>n</sub> + H<sub>2</sub>O  &rarr;  {6-&alpha;-D-(1,4-&alpha;-D-glucano)-glucan}<sub>n-1</sub> + D-glucopyranose	
G1FV3-24268	YALI0E05665g			
G1FV3-24272	YALI0E05753g	geranyl diphosphate biosynthesis, <i>trans, trans</i>-farnesyl diphosphate biosynthesis	dimethylallyl diphosphate + isopentenyl diphosphate  &rarr;  geranyl diphosphate + diphosphate, geranyl diphosphate + isopentenyl diphosphate  &rarr;  (2<i>E</i>,6<i>E</i>)-farnesyl diphosphate + diphosphate	
G1FV3-24286	YALI0E06061g		<i>S</i>-adenosyl-L-methionine + an L-1-phosphatidylethanolamine  &rarr;  a phosphatidyl-<i>N</i>-methylethanolamine + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	
G1FV3-24292	YALI0E06193g	mevalonate pathway I	(<i>R</i>)-mevalonate 5-phosphate + ATP  &rarr;  (R)-mevalonate diphosphate + ADP	
G1FV3-24300	YALI0E06413g		(R)-4'-phosphopantothenoyl-L-cysteine + H<SUP>+</SUP>  =  4'-phosphopantetheine + CO<SUB>2</SUB>	
G1FV3-24302	YALI0E06457g	L-lysine biosynthesis IV	L-2-aminoadipate + ATP + NADPH + H<SUP>+</SUP>  &rarr;  (<i>S</i>)-2-amino-6-oxohexanoate + AMP + NADP<sup>+</sup> + diphosphate, ATP + L-2-aminoadipate + a <i>holo</i>-[LYS2 L-2-aminoadipyl-carrier-protein]  &rarr;  AMP + L-2-aminoadipyl-[LYS2 L-2-aminoadipyl-carrier-protein] + diphosphate, (<i>S</i>)-2-amino-6-oxohexanoate + a <i>holo</i>-[LYS2 L-2-aminoadipyl-carrier-protein] + NADP<sup>+</sup>  &harr;  L-2-aminoadipyl-[LYS2 L-2-aminoadipyl-carrier-protein] + NADPH + H<SUP>+</SUP>	
G1FV3-24303	YALI0E06479g	pentose phosphate pathway (non-oxidative branch)	D-sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate  &harr;  D-ribose 5-phosphate + D-xylulose 5-phosphate, D-erythrose 4-phosphate + D-xylulose 5-phosphate  &harr;  &beta;-D-fructofuranose 6-phosphate + D-glyceraldehyde 3-phosphate	
G1FV3-24307	YALI0E06567g			
G1FV3-24328	YALI0E07073g	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	5-phospho-&alpha;-D-ribose 1-diphosphate + quinolinate + 2 H<SUP>+</SUP>  &rarr;  &beta;-nicotinate D-ribonucleotide + CO<SUB>2</SUB> + diphosphate	
G1FV3-24332	YALI0E07161g	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3), inositol pyrophosphates biosynthesis	D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate + ATP  &rarr;  phytate + ADP + H<SUP>+</SUP>	
G1FV3-24334	YALI0E07205g			
G1FV3-24336	YALI0E07271g	urea degradation I	ATP + urea + CO<SUB>2</SUB> + H<sub>2</sub>O  &rarr;  ADP + urea-1-carboxylate + phosphate + 2 H<SUP>+</SUP>, urea-1-carboxylate + 3 H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  2 ammonium + 2 CO<SUB>2</SUB>	
G1FV3-24348	YALI0E07535g	urea cycle, L-arginine degradation VI (arginase 2 pathway)	L-arginine + H<sub>2</sub>O  &rarr;  urea + L-ornithine, L-canavanine + H<sub>2</sub>O  =  L-canaline + urea + H<SUP>+</SUP>	
G1FV3-24354	YALI0E07744g			
G1FV3-24356	YALI0E07766g			
G1FV3-24382	YALI0E08360g			
G1FV3-24395	YALI0E08617g		ATP + H<SUP>+</SUP><sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + phosphate + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-24416	YALI0E09108g	homocysteine and cysteine interconversion, L-cysteine biosynthesis III (from L-homocysteine)	L-serine + L-homocysteine  &rarr;  L-cystathionine + H<sub>2</sub>O	
G1FV3-24426	YALI0E09306g			
G1FV3-24435	YALI0E09493g	L-arginine biosynthesis II (acetyl cycle), urea cycle, L-glutamine degradation I, UMP biosynthesis I	2 ATP + L-glutamine + hydrogencarbonate + H<sub>2</sub>O  &rarr;  L-glutamate + carbamoyl phosphate + 2 ADP + phosphate + 2 H<SUP>+</SUP>, 2 ATP + hydrogencarbonate + ammonium  &rarr;  2 ADP + carbamoyl phosphate + phosphate + 2 H<SUP>+</SUP>, hydrogencarbonate + ATP  &rarr;  carboxyphosphate + ADP, carboxyphosphate + ammonium  &rarr;  carbamate + phosphate + 2 H<SUP>+</SUP>, carbamate + ATP  &rarr;  carbamoyl phosphate + ADP, L-glutamine + H<sub>2</sub>O  &rarr;  L-glutamate + ammonium, L-aspartate + carbamoyl phosphate  &rarr;  <i>N</i>-carbamoyl-L-aspartate + phosphate + H<SUP>+</SUP>	
G1FV3-24439	YALI0E09603g	L-glutamate degradation I	L-glutamate + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  2-oxoglutarate + ammonium + NADH + H<SUP>+</SUP>	
G1FV3-24454	YALI0E09933g		ATP + H<SUP>+</SUP><sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + phosphate + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-24464	YALI0E10144g	aerobic respiration I (cytochrome c), aerobic respiration II (cytochrome c) (yeast)	4 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + oxygen<SUB>[in]</SUB> + 8 H<SUP>+</SUP><SUB>[in]</SUB>  &rarr;  4 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + 4 H<SUP>+</SUP><SUB>[out]</SUB> + 2 H<sub>2</sub>O<SUB>[in]</SUB>, 4 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + oxygen<SUB>[in]</SUB> + 8 H<SUP>+</SUP><SUB>[in]</SUB>  &rarr;  4 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + 4 H<SUP>+</SUP><SUB>[out]</SUB> + 2 H<sub>2</sub>O<SUB>[in]</SUB>	
G1FV3-24468	YALI0E10219g			
G1FV3-24472	YALI0E10307g	L-serine degradation, L-isoleucine biosynthesis I (from threonine)	L-serine  &rarr;  pyruvate + ammonium, L-serine  &rarr;  2-aminoprop-2-enoate + H<SUP>+</SUP> + H<sub>2</sub>O, L-threonine  &rarr;  2-oxobutanoate + ammonium, L-threonine  &harr;  (2Z)-2-aminobut-2-enoate + H<sub>2</sub>O + H<SUP>+</SUP>	
G1FV3-24477	YALI0E10417g			
G1FV3-24487	YALI0E10637g		a neutral amino acid<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  a neutral amino acid<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>, <i>S</i>-adenosyl-L-methionine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  <i>S</i>-adenosyl-L-methionine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>, an amino acid<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  an amino acid<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-24508	YALI0E11099g	mevalonate pathway I, glutaryl-CoA degradation	2-methylacetoacetyl-CoA + coenzyme A  &harr;  propanoyl-CoA + acetyl-CoA, acetyl-CoA + propanoyl-CoA  &harr;  &beta;-ketovaleryl-CoA + coenzyme A, 2 acetyl-CoA  &harr;  acetoacetyl-CoA + coenzyme A	
G1FV3-24519	YALI0E11355g		ATP + H<SUP>+</SUP><sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + phosphate + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-24521	YALI0E11385g	siroheme biosynthesis	precorrin-2 + NAD<sup>+</sup>  &rarr;  sirohydrochlorin + NADH + 2 H<SUP>+</SUP>, sirohydrochlorin + Fe<SUP>2+</SUP>  &rarr;  siroheme + 2 H<SUP>+</SUP>	
G1FV3-24526	YALI0E11495g		AMP + H<SUP>+</SUP> + H<sub>2</sub>O  =  IMP + ammonium	
G1FV3-24535	YALI0E11671g	pentose phosphate pathway (oxidative branch)	6-phospho D-glucono-1,5-lactone + H<sub>2</sub>O  &rarr;  D-gluconate 6-phosphate + H<SUP>+</SUP>	
G1FV3-24545	YALI0E11913g		IMP + H<sub>2</sub>O  &rarr;  inosine + phosphate	
G1FV3-24554	YALI0E12089g			
G1FV3-24571	YALI0E12441g		<i>S</i>-adenosyl-L-methionine + a [phospholipid] olefinic fatty acid  &rarr;  a [phospholipid] methylene fatty acid + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	
G1FV3-24572	YALI0E12463g	D-sorbitol degradation I	D-sorbitol + NAD<sup>+</sup>  &rarr;  <i>keto</i>-D-fructose + NADH + H<SUP>+</SUP>, L-iditol + NAD<sup>+</sup>  &harr;  <i>keto</i>-L-sorbose + NADH + H<SUP>+</SUP>	
G1FV3-24580	YALI0E12628g	aerobic respiration I (cytochrome c), aerobic respiration II (cytochrome c) (yeast)	4 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + oxygen<SUB>[in]</SUB> + 8 H<SUP>+</SUP><SUB>[in]</SUB>  &rarr;  4 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + 4 H<SUP>+</SUP><SUB>[out]</SUB> + 2 H<sub>2</sub>O<SUB>[in]</SUB>, 4 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + oxygen<SUB>[in]</SUB> + 8 H<SUP>+</SUP><SUB>[in]</SUB>  &rarr;  4 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + 4 H<SUP>+</SUP><SUB>[out]</SUB> + 2 H<sub>2</sub>O<SUB>[in]</SUB>	
G1FV3-24583	YALI0E12683g	L-methionine biosynthesis III, <i>S</i>-adenosyl-L-methionine cycle II	seleno-L-homocysteine + <i>N</i><sup>5</sup>-methyltetrahydropteroyl tri-L-glutamate  =  seleno-L-methionine + tetrahydropteroyl tri-L-glutamate, L-homocysteine + <i>N</i><sup>5</sup>-methyltetrahydropteroyl tri-L-glutamate  &rarr;  L-methionine + tetrahydropteroyl tri-L-glutamate	
G1FV3-24589	YALI0E12837g			
G1FV3-24597	YALI0E13057g	L-arginine biosynthesis II (acetyl cycle)	L-glutamate + <i>N</i>-acetyl-L-ornithine  &rarr;  <i>N</i>-acetyl-L-glutamate + L-ornithine, L-methionine + acetyl-CoA  &rarr;  N<sub>&alpha;</sub>-acetyl-L-methionine + coenzyme A + H<SUP>+</SUP>, L-glutamate + acetyl-CoA  &rarr;  <i>N</i>-acetyl-L-glutamate + coenzyme A + H<SUP>+</SUP>	
G1FV3-24600	YALI0E13123g	tRNA charging	a tRNA<SUP>His</SUP> + L-histidine + ATP  &rarr;  an L-histidyl-[tRNA<SUP>His</SUP>] + AMP + diphosphate	
