GeneId	GeneName	RxnId	RxnName	RxnEqn
YALI0E21197g	YKL132C	y001004	sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate)	H2O[er] + phytosphingosine 1-phosphate[er] --> phosphate[er] + phytosphingosine[er]
YALI0E21197g	YKL132C	y001005	sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase)	H2O[er] + sphinganine 1-phosphate[er] --> phosphate[er] + sphinganine[er]
YALI0E21351g	YKL140W	y001035	thiamine-diphosphate kinase	ATP[c] + TDP[c] --> ADP[c] + TTP[c]
YALI0E21351g	YKL140W	y001034	thiamine diphosphokinase	ATP[c] + thiamine[c] --> AMP[c] + H+[c] + TDP[c]
YALI0E21934g	YKL141W	y000518	GPI-anchor assembly, step 2	6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[er] + H2O[er] <=> 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[er] + acetate[er] + H+[er]
YALI0E22649g	YKL146W	y000466	glucose 6-phosphate dehydrogenase	D-glucose 6-phosphate[c] + NADP(+)[c] --> 6-O-phosphono-D-glucono-1,5-lactone[c] + H+[c] + NADPH[c]
YALI0E22957g	YKL148C	y001271	UDPgalactose transport	UDP-D-galactose[c] --> UDP-D-galactose[g]
YALI0E22979g	YKL152C	y000852	phenylalanyl-tRNA synthetase	ATP[c] + L-phenylalanine[c] + tRNA(Phe)[c] --> AMP[c] + diphosphate[c] + Phe-tRNA(Phe)[c]
YALI0E23859g	YKL181W	y001244	phosphate transport	H+[e] + phosphate[e] <=> H+[c] + phosphate[c]
YALI0E24013g	YKL182W	y000668	itaconate-CoA ligase (ADP-forming)	ATP[m] + coenzyme A[m] + itaconate[m] <=> ADP[m] + itaconyl-CoA[m] + phosphate[m]
YALI0E24013g	YKL182W	y001022	succinate-CoA ligase (ADP-forming)	ADP[m] + phosphate[m] + succinyl-CoA[m] --> ATP[m] + coenzyme A[m] + succinate[m]
YALI0E24057g	YKL188C	y000697	lactoylglutathione lyase	glutathione[c] + methylglyoxal[c] --> (R)-S-lactoylglutathione[c]
YALI0E24167g	YKL192C	y001267	sulfite transport	sulphite[c] --> sulphite[e]
YALI0E24607g	YKL194C	y000701	leucyl-tRNA synthetase	ATP[c] + L-leucine[c] + tRNA(Leu)[c] --> AMP[c] + diphosphate[c] + Leu-tRNA(Leu)[c]
YALI0E25069g	YKL211C	y000964	reduced glutathione via ABC system	ATP[c] + glutathione[c] + H2O[c] --> ADP[c] + glutathione[v] + H+[c] + phosphate[c]
YALI0E25069g	YKL211C	y001168	glutathione transport	glutathione[c] <=> glutathione[v]
YALI0E25091g	YKL217W	y000552	hydrogen peroxide reductase (thioredoxin)	hydrogen peroxide[p] + TRX1[p] --> 2.0 H2O[p] + TRX1 disulphide[p]
YALI0E25652g	YKR031C	y000785	nicotinate-nucleotide adenylyltransferase	ATP[c] + H+[c] + nicotinic acid D-ribonucleotide[c] --> deamido-NAD(+)[c] + diphosphate[c]
YALI0E25652g	YKR031C	y000784	nicotinamide-nucleotide adenylyltransferase	ATP[n] + H+[n] + NMN[n] --> diphosphate[n] + NAD[n]
YALI0E25652g	YKR031C	y000783	nicotinamide-nucleotide adenylyltransferase	ATP[c] + H+[c] + NMN[c] --> diphosphate[c] + NAD[c]
YALI0E25740g	YKR039W	y000526	guanine deaminase	guanine[c] + H+[c] + H2O[c] --> 9H-xanthine[c] + ammonium[c]
YALI0E26004g	YKR043C	y000990	sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	sedoheptulose 1,7-bisphosphate[c] <=> D-erythrose 4-phosphate[c] + dihydroxyacetone phosphate[c]
YALI0E26004g	YKR043C	y000322	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	D-fructose 1-phosphate[c] <=> D-glyceraldehyde[c] + dihydroxyacetone phosphate[c]
YALI0E26004g	YKR043C	y000450	fructose-bisphosphate aldolase	D-fructose 1,6-bisphosphate[c] <=> dihydroxyacetone phosphate[c] + glyceraldehyde 3-phosphate[c]
YALI0E26719g	YKR053C	y001024	sucrose hydrolyzing enxyme	H2O[e] + sucrose[e] --> D-fructose[e] + D-glucose[e]
YALI0E26829g	YKR058W	y001070	UDPglucose 4-epimerase	UDP-D-glucose[c] <=> UDP-D-galactose[c]
YALI0E27005g	YKR061W	y000961	pyruvate dehydrogenase	coenzyme A[m] + NAD[m] + pyruvate[m] --> acetyl-CoA[m] + carbon dioxide[m] + NADH[m]
YALI0E27203g	YKR066C	y001115	ammonia transport	ammonium[e] <=> ammonium[c]
YALI0E27346g	YKR067W	y001086	V-ATPase, vacuole	ATP[c] + H+[c] + H2O[c] --> ADP[c] + 2.0 H+[v] + phosphate[c]
YALI0E27346g	YKR067W	y001085	V-ATPase, Golgi	ATP[c] + H+[c] + H2O[c] --> ADP[c] + 2.0 H+[g] + phosphate[c]
YALI0E27874g	YKR069W	y000771	NADH kinase	ATP[c] + NADH[c] --> ADP[c] + H+[c] + NADPH[c]
YALI0E27874g	YKR069W	y000766	NAD kinase	ATP[m] + NAD[m] --> ADP[m] + H+[m] + NADP(+)[m]
YALI0E27874g	YKR069W	y000765	NAD kinase	ATP[c] + NAD[c] --> ADP[c] + H+[c] + NADP(+)[c]
YALI0E27874g	YKR069W	y000772	NADH kinase mitochondrial	ATP[m] + NADH[m] --> ADP[m] + H+[m] + NADPH[m]
YALI0E28153g	YKR072C	y001246	phosphatidylinositol 4-kinase	1-phosphatidyl-1D-myo-inositol[ce] + ATP[ce] --> 1-phosphatidyl-1D-myo-inositol 4-phosphate[ce] + H+[ce] + ADP[ce]
YALI0E28237g	YKR080W	y000921	Phytosphingosine phosphate lyase	phytosphingosine 1-phosphate[er] --> 2-hydroxyhexadecanal[er] + O-phosphoethanolamine[er]
YALI0E28237g	YKR080W	y001003	sphinganine phosphate lyase	sphinganine 1-phosphate[er] --> hexadecanal[er] + O-phosphoethanolamine[er]
YALI0E28468g	YKR089C	y000479	glutamyl-tRNA synthetase	ATP[c] + L-glutamate[c] + tRNA(Glu)[c] --> AMP[c] + diphosphate[c] + Glu-tRNA(Glu)[c]
YALI0E28787g	YKR097W	y000018	2-aminoadipate transaminase	2-oxoadipic acid[c] + L-glutamate[c] <=> 2-oxoglutarate[c] + L-2-aminoadipate[c]
YALI0E28787g	YKR097W	y002112	kynurenine aminotransferase	L-kynurenine[c] + pyruvate[c] <=> L-alanine[c] + kynurenic acid[c]
YALI0E28963g	YLL012W	y000153	adenylosuccinate synthase	GTP[c] + IMP[c] + L-aspartate[c] --> adenylo-succinate[c] + GDP[c] + 2.0 H+[c] + phosphate[c]
YALI0E29139g	YLL018C	y001067	tyrosyl-tRNA synthetase	ATP[m] + L-tyrosine[m] + tRNA(Tyr), mitchondrial[m] --> AMP[m] + diphosphate[m] + Tyr-tRNA(Tyr)[m]
YALI0E29579g	YLL028W	y000882	phosphoacetylglucosamine mutase	N-acetyl-D-glucosamine 6-phosphate[c] <=> N-acetyl-alpha-D-glucosamine 1-phosphate[c]
YALI0E29579g	YLL028W	y000890	phosphoglucosamine mutase	alpha-D-glucosamine 1-phosphate[c] <=> alpha-D-glucosamine 6-phosphate[c]
YALI0E29667g	YLL031C	y001021	succinate dehydrogenase (ubiquinone-6)	succinate[m] + ubiquinone-6[m] <=> fumarate[m] + ubiquinol-6[m]
YALI0E29975g	YLL041C	y000304	coproporphyrinogen oxidase (O2 required)	coproporphyrinogen III[c] + 2.0 H+[c] + oxygen[c] --> 2.0 carbon dioxide[c] + 2.0 H2O[c] + protoporphyrinogen[c]
YALI0E30129g	YLL043W	y000460	gamma-glutamylcysteine synthetase	ATP[c] + L-cysteine[c] + L-glutamate[c] --> ADP[c] + H+[c] + L-gamma-glutamyl-L-cysteine[c] + phosphate[c]
YALI0E30283g	YLL057C	y001171	glycerol transport	glycerol[e] + H+[e] --> glycerol[c] + H+[c]
YALI0E30481g	YLL062C	y000473	glutamate-5-semialdehyde dehydrogenase	H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] --> L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c]
YALI0E30591g	YLR017W	y000230	biotin-[acetyl-CoA-carboxylase] ligase	ATP[c] + biotin[c] + H+[c] --> biotinyl-5'-AMP[c] + diphosphate[c]
YALI0E30591g	YLR017W	y000109	acetyl-CoA carboxylase, reaction	acetyl-CoA[c] + ATP[c] + bicarbonate[c] --> ADP[c] + H+[c] + malonyl-CoA[c] + phosphate[c]
YALI0E30965g	YLR020C	y000111	acetyl-CoA hydrolase	acetyl-CoA[m] + H2O[m] --> acetate[m] + coenzyme A[m] + H+[m]
YALI0E30965g	YLR020C	y004039	succinyl-CoA:acetate CoA transferase	acetate[m] + succinyl-CoA[m] <=> acetyl-CoA[m] + succinate[m]
YALI0E31009g	YLR028C	y200036	dUTP:cytidine 5'-phosphotransferase	cytidine[c] + dUTP[c] <=> CMP[c] + dUDP[c] + H+[c]
YALI0E31009g	YLR028C	y200024	ITP:cytidine 5'-phosphotransferase	cytidine[c] + ITP[c] <=> CMP[c] + H+[c] + IDP[c]
YALI0E31009g	YLR028C	y200031	dTTP:cytidine 5'-phosphotransferase	cytidine[c] + dTTP[c] <=> CMP[c] + dTDP[c] + H+[c]
YALI0E31009g	YLR028C	y200026	ITP:uridine 5'-phosphotransferase	ITP[c] + uridine[c] <=> H+[c] + IDP[c] + UMP[c]
YALI0E31009g	YLR028C	y200034	dUTP:uridine 5'-phosphotransferase	dUTP[c] + uridine[c] <=> dUDP[c] + H+[c] + UMP[c]
YALI0E31009g	YLR028C	y200029	dGTP:uridine 5'-phosphotransferase	dGTP[c] + uridine[c] <=> dGDP[c] + H+[c] + UMP[c]
YALI0E31009g	YLR028C	y200022	ATP:cytidine 5'-phosphotransferase	ATP[c] + cytidine[c] <=> ADP[c] + CMP[c] + H+[c]
YALI0E31009g	YLR028C	y001078	uridine kinase (GTP:uridine)	GTP[c] + uridine[c] --> GDP[c] + H+[c] + UMP[c]
YALI0E31009g	YLR028C	y000315	cytidine kinase (GTP)	cytidine[c] + GTP[c] --> CMP[c] + GDP[c] + H+[c]
YALI0E31009g	YLR028C	y200032	dTTP:uridine 5'-phosphotransferase	dTTP[c] + uridine[c] <=> dTDP[c] + H+[c] + UMP[c]
YALI0E31009g	YLR028C	y200027	dATP:cytidine 5'-phosphotransferase	cytidine[c] + dATP[c] <=> CMP[c] + dADP[c] + H+[c]
YALI0E31009g	YLR028C	y200025	UTP:uridine 5'-phosphotransferase	uridine[c] + UTP[c] <=> H+[c] + UDP[c] + UMP[c]
YALI0E31009g	YLR028C	y200035	dCTP:cytidine 5'-phosphotransferase	cytidine[c] + dCTP[c] <=> CMP[c] + dCDP[c] + H+[c]
YALI0E31009g	YLR028C	y200030	dGTP:cytidine 5'-phosphotransferase	cytidine[c] + dGTP[c] <=> CMP[c] + dGDP[c] + H+[c]
YALI0E31009g	YLR028C	y200023	UTP:cytidine 5'-phosphotransferase	cytidine[c] + UTP[c] <=> CMP[c] + H+[c] + UDP[c]
YALI0E31009g	YLR028C	y001077	uridine kinase (ATP:uridine)	ATP[c] + uridine[c] --> ADP[c] + H+[c] + UMP[c]
YALI0E31009g	YLR028C	y200033	dCTP:uridine 5'-phosphotransferase	dCTP[c] + uridine[c] <=> dCDP[c] + H+[c] + UMP[c]
YALI0E31009g	YLR028C	y200028	dATP:uridine 5'-phosphotransferase	dATP[c] + uridine[c] <=> dADP[c] + H+[c] + UMP[c]
YALI0E31064g	YLR038C	y001244	phosphate transport	H+[e] + phosphate[e] <=> H+[c] + phosphate[c]
YALI0E31086g	YLR043C	y000195	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	D-glucose 6-phosphate[c] + UDP-D-glucose[c] --> alpha,alpha-trehalose 6-phosphate[c] + H+[c] + UDP[c]
YALI0E31086g	YLR043C	y001051	trehalose-phosphatase	alpha,alpha-trehalose 6-phosphate[c] + H2O[c] --> phosphate[c] + trehalose[c]
YALI0E31471g	YLR044C	y001086	V-ATPase, vacuole	ATP[c] + H+[c] + H2O[c] --> ADP[c] + 2.0 H+[v] + phosphate[c]
YALI0E31471g	YLR044C	y001085	V-ATPase, Golgi	ATP[c] + H+[c] + H2O[c] --> ADP[c] + 2.0 H+[g] + phosphate[c]
YALI0E31515g	YLR056W	y103304	DAG lipase, mitochondrion	diglyceride[m] + H2O[m] --> 1-monoglyceride[m] + fatty acid[m] + H+[m]
YALI0E32035g	YLR058C	y003258	lanosteryl ester hydrolase (16:1), lipid particle	H2O[lp] + lanosteryl palmitoleate[lp] --> H+[lp] + palmitoleate[lp] + lanosterol[lp]
YALI0E32035g	YLR058C	y003260	zymosteryl ester hydrolase (16:1), lipid particle	H2O[lp] + zymosteryl palmitoleate[lp] --> H+[lp] + zymosterol[lp] + palmitoleate[lp]
YALI0E32035g	YLR058C	y003257	fecosteryl ester hydrolase (18:1), lipid particle	H2O[lp] + fecosteryl oleate[lp] --> fecosterol[lp] + H+[lp] + oleate[lp]
YALI0E32035g	YLR058C	y003254	episteryl ester hydrolase (16:1), lipid particle	H2O[lp] + episteryl palmitoleate[lp] --> H+[lp] + palmitoleate[lp] + episterol[lp]
YALI0E32035g	YLR058C	y003256	fecosteryl ester hydrolase (16:1), lipid particle	H2O[lp] + fecosteryl palmitoleate[lp] --> fecosterol[lp] + H+[lp] + palmitoleate[lp]
YALI0E32035g	YLR058C	y003255	episteryl ester hydrolase (18:1), lipid particle	H2O[lp] + episteryl oleate[lp] --> H+[lp] + oleate[lp] + episterol[lp]
YALI0E32035g	YLR058C	y003261	zymosteryl ester hydrolase (18:1), lipid particle	H2O[lp] + zymosteryl oleate[lp] --> H+[lp] + zymosterol[lp] + oleate[lp]
YALI0E32035g	YLR058C	y003263	zymosteryl ester hydrolase (18:1), cell envelope	H2O[ce] + zymosteryl oleate[ce] --> H+[ce] + zymosterol[ce] + oleate[ce]
YALI0E32035g	YLR058C	y003262	zymosteryl ester hydrolase (16:1), cell envelope	H2O[ce] + zymosteryl palmitoleate[ce] --> H+[ce] + zymosterol[ce] + palmitoleate[ce]
YALI0E32035g	YLR058C	y003253	ergosteryl ester hydrolase (18:1), lipid particle	H2O[lp] + ergosteryl oleate[lp] --> ergosterol[lp] + H+[lp] + oleate[lp]
YALI0E32035g	YLR058C	y003252	ergosteryl ester hydrolase (16:1), lipid particle	ergosteryl palmitoleate[lp] + H2O[lp] --> ergosterol[lp] + H+[lp] + palmitoleate[lp]
YALI0E32035g	YLR058C	y003259	lanosteryl ester hydrolase (18:1), lipid particle	H2O[lp] + lanosteryl oleate[lp] --> H+[lp] + oleate[lp] + lanosterol[lp]
YALI0E32065g	YLR060W	y000243	C-8 sterol isomerase	fecosterol[c] --> episterol[c]
YALI0E32164g	YLR070C	y000226	ATP synthase	ADP[m] + 3.0 H+[c] + phosphate[m] --> ATP[m] + 2.0 H+[m] + H2O[m]
YALI0E32527g	YLR081W	y000033	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic AMP[c] + H2O[c] --> AMP[c] + H+[c]
YALI0E32769g	YLR089C	y000336_1	diacylglycerol acyltransferase	diglyceride[erm] + acyl-CoA[erm] --> coenzyme A[erm] + triglyceride[erm]
YALI0E32769g	YLR089C	y000336	diacylglycerol acyltransferase	diglyceride[lp] + acyl-CoA[lp] <=> triglyceride[lp] + coenzyme A[lp]
YALI0E32791g	YLR092W	y000497	glycerophosphodiester phosphodiesterase (glycerophosphocholine)	H2O[c] + sn-glycero-3-phosphocholine[c] --> choline[c] + glycerol 3-phosphate[c] + H+[c]
YALI0E32901g	YLR100W	y001254	pyruvate transport	H+[e] + pyruvate[e] <=> H+[c] + pyruvate[c]
YALI0E32901g	YLR100W	y001207	L-lactate transport	(S)-lactate[e] + H+[e] --> (S)-lactate[c] + H+[c]
YALI0E32901g	YLR100W	y001206	L-lactate transport	(S)-lactate[c] <=> (S)-lactate[m]
YALI0E32901g	YLR100W	y001136	D-lactate transport	(R)-lactate[e] + H+[e] <=> (R)-lactate[c] + H+[c]
YALI0E33033g	YLR109W	y000908	phosphoribosyl amino imidazolesuccinocarbozamide synthetase	ATP[c] + L-aspartate[c] + phosphoribosyl-carboxy-aminoimidazole[c] --> 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole[c] + ADP[c] + H+[c] + phosphate[c]
YALI0E33099g	YLR133W	y103216	PI 3,5-P2 phosphatase	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate[vm] + H2O[vm] --> 1-phosphatidyl-1D-myo-inositol 3-phosphate[vm] + phosphate[vm]
YALI0E33143g	YLR134W	y001001	spermidine synthase	putrescine[c] + S-adenosylmethioninamine[c] --> 5'-S-methyl-5'-thioadenosine[c] + H+[c] + spermidine[c]
YALI0E33143g	YLR134W	y001002	spermine synthase	S-adenosylmethioninamine[c] + spermidine[c] --> 5'-S-methyl-5'-thioadenosine[c] + H+[c] + spermine[c]
YALI0E33517g	YLR138W	y000832	oxoglutarate dehydrogenase (lipoamide)	2-oxoglutarate[m] + H+[m] + lipoamide[m] --> carbon dioxide[m] + S(8)-succinyldihydrolipoamide[m]
YALI0E33517g	YLR138W	y300052	glutaryl-CoA dehydrogenase	glutaryl-CoA[m] + FAD[m] --> crotonoyl-CoA[m] + carbon dioxide[m] + FADH2[m]
YALI0E33517g	YLR138W	y000831	oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase)	coenzyme A[m] + S(8)-succinyldihydrolipoamide[m] --> dihydrolipoamide[m] + succinyl-CoA[m]
YALI0E33957g	YLR142W	y000564	imidazoleglycerol-phosphate dehydratase	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate[c] --> 3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate[c] + H2O[c]
YALI0E34037g	YLR146C	y000439	ubiquinol:ferricytochrome c reductase	2.0 ferricytochrome c[m] + 1.266 H+[m] + ubiquinol-6[m] --> 2.0 ferrocytochrome c[m] + 2.532 H+[c] + ubiquinone-6[m]
YALI0E34133g	YLR172C	y000228	beta-1,4 mannosyltransferase	GDP-alpha-D-mannose[c] + N,N'-diacetylchitobiosyldiphosphodolichol[c] --> beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[c] + GDP[c]
YALI0E34265g	YLR174W	y000255	catalase	2.0 hydrogen peroxide[c] --> 2.0 H2O[c] + oxygen[c]
YALI0E34265g	YLR174W	y000256	catalase	2.0 hydrogen peroxide[p] --> 2.0 H2O[p] + oxygen[p]
YALI0E34672g	YLR180W	y001265	succinate-fumarate transport	fumarate[m] + succinate[c] --> fumarate[c] + succinate[m]
YALI0E34749g	YLR189C	y000255	catalase	2.0 hydrogen peroxide[c] --> 2.0 H2O[c] + oxygen[c]
YALI0E34749g	YLR189C	y000256	catalase	2.0 hydrogen peroxide[p] --> 2.0 H2O[p] + oxygen[p]
YALI0E35156g	YLR201C	y001075	urea carboxylase	ATP[c] + bicarbonate[c] + urea[c] --> ADP[c] + H+[c] + phosphate[c] + urea-1-carboxylic acid[c]
YALI0E35156g	YLR201C	y000191	allophanate hydrolase	3.0 H+[c] + H2O[c] + urea-1-carboxylic acid[c] --> 2.0 ammonium[c] + 2.0 carbon dioxide[c]
YALI0F00264g	YLR209C	y002034	pyruvate transport	H+[c] + pyruvate[c] --> H+[m] + pyruvate[m]
YALI0F00462g	YLR231C	y001172	glycerol transport via channel	glycerol[c] --> glycerol[e]
YALI0F00484g	YLR240W	y000488	glycerol kinase	ATP[c] + glycerol[c] --> ADP[c] + glycerol 3-phosphate[c] + H+[c]
YALI0F01078g	YLR245C	y001102	5-aminolevulinate transport	5-aminolevulinate[e] + H+[e] --> 5-aminolevulinate[c] + H+[c]
YALI0F01078g	YLR245C	y001101	4-aminobutyrate transport	gamma-aminobutyrate[e] + H+[e] --> gamma-aminobutyrate[c] + H+[c]
YALI0F01078g	YLR245C	y001104	8-Amino-7-oxononanoate transport	8-amino-7-oxononanoate[e] + H+[e] <=> 8-amino-7-oxononanoate[c] + H+[c]
YALI0F01771g	YLR258W	y000439	ubiquinol:ferricytochrome c reductase	2.0 ferricytochrome c[m] + 1.266 H+[m] + ubiquinol-6[m] --> 2.0 ferrocytochrome c[m] + 2.532 H+[c] + ubiquinone-6[m]
YALI0F02299g	YLR260W	y000702	leucyl-tRNA synthetase	ATP[m] + L-leucine[m] + tRNA(Leu), mitchondrial[m] --> AMP[m] + diphosphate[m] + Leu-tRNA(Leu)[m]
YALI0F02497g	YLR285W	y000117	aconitase	2-methylcitrate[m] <=> (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid[m]
YALI0F02629g	YLR295C	y000995	seryl-tRNA synthetase	ATP[c] + L-serine[c] + tRNA(Ser)[c] --> AMP[c] + diphosphate[c] + Ser-tRNA(Ser)[c]
YALI0F02849g	YLR299W	y000507	glycine-cleavage complex (lipoylprotein)	S(8)-aminomethyldihydrolipoylprotein[m] + THF[m] --> 5,10-methylenetetrahydrofolate[m] + ammonium[m] + dihydrolipoylprotein[m]
YALI0F02849g	YLR299W	y000506	glycine-cleavage complex (lipoylprotein)	H+[m] + L-glycine[m] + lipoylprotein[m] --> carbon dioxide[m] + S(8)-aminomethyldihydrolipoylprotein[m]
YALI0F02849g	YLR299W	y000504	glycine-cleavage complex (lipoamide)	H+[m] + L-glycine[m] + lipoamide[m] --> carbon dioxide[m] + S(8)-aminomethyldihydrolipoamide[m]
YALI0F02849g	YLR299W	y001030	tetrahydrofolate aminomethyltransferase	5,10-methenyl-THF[m] + H2O[m] --> 5-formyltetrahydrofolic acid[m] + H+[m]
YALI0F02849g	YLR299W	y000508	glycine-cleavage complex (lipoylprotein)	dihydrolipoylprotein[m] + NAD[m] --> H+[m] + lipoylprotein[m] + NADH[m]
YALI0F02849g	YLR299W	y000509	glycine-cleavage system (lipoamide)	S(8)-aminomethyldihydrolipoamide[m] + THF[m] --> 5,10-methylenetetrahydrofolate[m] + ammonium[m] + dihydrolipoamide[m]
YALI0F02849g	YLR299W	y000505	glycine-cleavage complex (lipoamide)	dihydrolipoamide[m] + NAD[m] --> H+[m] + lipoamide[m] + NADH[m]
YALI0F02849g	YLR299W	y000501	glycine cleavage system	L-glycine[m] + NAD[m] + THF[m] --> 5,10-methylenetetrahydrofolate[m] + ammonium[m] + carbon dioxide[m] + NADH[m]
YALI0F02893g	YLR300W	y000226	ATP synthase	ADP[m] + 3.0 H+[c] + phosphate[m] --> ATP[m] + 2.0 H+[m] + H2O[m]
YALI0F03201g	YLR303W	y000438	ferrocytochrome-c:oxygen oxidoreductase	ferrocytochrome c[m] + 1.266 H+[m] + 0.25 oxygen[m] --> ferricytochrome c[m] + 0.633 H+[c] + 0.5 H2O[m]
YALI0F03567g	YLR304C	y000438	ferrocytochrome-c:oxygen oxidoreductase	ferrocytochrome c[m] + 1.266 H+[m] + 0.25 oxygen[m] --> ferricytochrome c[m] + 0.633 H+[c] + 0.5 H2O[m]
YALI0F03597g	YLR305C	y000943	purine-nucleoside phosphorylase	nicotinamide ribose[c] + phosphate[c] --> alpha-D-ribose 1-phosphate[c] + H+[c] + nicotinamide[c]
YALI0F03597g	YLR305C	y004045	uridine hydrolase	H2O[c] + uridine[c] --> D-ribose[c] + uracil[c]
YALI0F04015g	YLR307W	y000667	isopentenyl-diphosphate D-isomerase	isopentenyl diphosphate[c] <=> prenyl diphosphate[c]
YALI0F04095g	YLR308W	y002131	isocitrate dehydrogenase	isocitrate[m] + NADP(+)[m] --> 2-oxoglutarate[m] + carbon dioxide[m] + NADPH[m]
YALI0F04095g	YLR308W	y000659	isocitrate dehydrogenase (NADP)	isocitrate[c] + NADP(+)[c] --> 2-oxoglutarate[c] + carbon dioxide[c] + NADPH[c]
YALI0F04095g	YLR308W	y000661	isocitrate dehydrogenase (NADP+), peroxisomal	isocitrate[p] + NADP(+)[p] --> 2-oxoglutarate[p] + carbon dioxide[p] + NADPH[p]
YALI0F04103g	YLR328W	y000438	ferrocytochrome-c:oxygen oxidoreductase	ferrocytochrome c[m] + 1.266 H+[m] + 0.25 oxygen[m] --> ferricytochrome c[m] + 0.633 H+[c] + 0.5 H2O[m]
YALI0F04114g	YLR342W	y000438	ferrocytochrome-c:oxygen oxidoreductase	ferrocytochrome c[m] + 1.266 H+[m] + 0.25 oxygen[m] --> ferricytochrome c[m] + 0.633 H+[c] + 0.5 H2O[m]
YALI0F04169g	YLR348C	y000511	glycogen phosphorylase	glycogen[c] + phosphate[c] --> D-glucose 1-phosphate[c]
YALI0F05192g	YLR354C	y000007	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide [cytoplasm][c] --> 5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [cytoplasm][c]
YALI0F05192g	YLR354C	y004042	raffinose invertase	raffinose[e] --> D-fructose[e] + melibiose[e]
YALI0F05214g	YLR355C	y001054	triose-phosphate isomerase	dihydroxyacetone phosphate[c] <=> glyceraldehyde 3-phosphate[c]
YALI0F05390g	YLR359W	y000370	exo-1,3-beta-glucan glucohydrase	(1-3)-beta-D-glucan[e] + H2O[e] --> D-glucose[e]
YALI0F05500g	YLR372W	y001276	UTP/UMP antiport	2.0 H+[c] + UMP[m] + UTP[c] --> 2.0 H+[m] + UMP[c] + UTP[m]
YALI0F05500g	YLR372W	y001130	CTP transport	CMP[m] + CTP[c] + H+[c] --> CMP[c] + CTP[m] + H+[m]
YALI0F05500g	YLR372W	y001275	UTP transport	FMN[m] + H+[c] + UMP[m] + UTP[c] --> FMN[c] + H+[m] + UMP[c] + UTP[m]
YALI0F05500g	YLR372W	y001131	CTP/CMP antiport	CMP[m] + CTP[c] + 2.0 H+[c] --> CMP[c] + CTP[m] + 2.0 H+[m]
YALI0F05610g	YLR377C	y000555	hydroxybenzoate octaprenyltransferase	4-hydroxybenzoate[m] + hexaprenyl diphosphate[m] --> 3-hexaprenyl-4-hydroxybenzoic acid[m] + diphosphate[m]
YALI0F05632g	YLR382C	y000739	mevalonate pyrophoshate decarboxylase	(R)-5-diphosphomevalonic acid[c] + ATP[c] --> ADP[c] + carbon dioxide[c] + isopentenyl diphosphate[c] + phosphate[c]
YALI0F05874g	YLR386W	y000310	cystathionine g-lyase	H2O[c] + L-cystathionine[c] --> 2-oxobutanoate[c] + ammonium[c] + L-cysteine[c]
YALI0F05874g	YLR386W	y000815	O-succinylhomoserine lyase (L-cysteine)	L-cysteine[c] + O-succinyl-L-homoserine[c] <=> H+[c] + L-cystathionine[c] + succinate[c]
YALI0F06424g	YLR395C	y000263	ceramide-1 synthase (24C)	sphinganine[er] + tetracosanoyl-CoA[er] --> ceramide-1 (C24)[er] + coenzyme A[er] + H+[er]
YALI0F06424g	YLR395C	y000266	ceramide-2 synthase (26C)	hexacosanoyl-CoA[er] + phytosphingosine[er] --> ceramide-2 (C26)[er] + coenzyme A[er] + H+[er]
YALI0F06424g	YLR395C	y000264	ceramide-1 synthase (26C)	hexacosanoyl-CoA[er] + sphinganine[er] --> ceramide-1 (C26)[er] + coenzyme A[er] + H+[er]
YALI0F06424g	YLR395C	y000265	ceramide-2 synthase (24C)	phytosphingosine[er] + tetracosanoyl-CoA[er] --> ceramide-2 (C24)[er] + coenzyme A[er] + H+[er]
YALI0F06468g	YLR410W	y000918	phosphoserine transaminase	3-phospho-hydroxypyruvate[c] + L-glutamate[c] --> 2-oxoglutarate[c] + 3-phospho-serine[c]
